provincia_id,partido,localidad,tecnologia,link_indec,accesos
PR09,Patiño,Estanislao del Campo,WIRELESS,34035050,157
PR09,Patiño,Fortín Cabo 1º Lugones,SATELITAL,34035060,5
PR09,Patiño,Fortín Cabo 1º Lugones,WIRELESS,34035060,145
PR09,Patiño,Fortín Sargento 1º Leyes,SATELITAL,34035070,4
PR09,Patiño,Fortín Sargento 1º Leyes,WIRELESS,34035070,6
PR09,Patiño,Ibarreta,ADSL,34035080,193
PR09,Patiño,Ibarreta,SATELITAL,34035080,68
PR09,Patiño,Ibarreta,WIRELESS,34035080,519
PR09,Patiño,Juan G. Bazán,SATELITAL,34035090,8
PR09,Patiño,Juan G. Bazán,WIRELESS,34035090,11
PR09,Patiño,Las Lomitas,ADSL,34035100,360
PR09,Patiño,Las Lomitas,FIBRA OPTICA,34035100,1643
PR09,Patiño,Las Lomitas,Otros,34035100,1
PR09,Patiño,Las Lomitas,SATELITAL,34035100,160
PR09,Patiño,Las Lomitas,WIRELESS,34035100,236
PR09,Patiño,OTROS,WIRELESS,0,44
PR09,Patiño,Posta Cambio Zalazar,SATELITAL,34035110,7
PR09,Patiño,Posta Cambio Zalazar,WIRELESS,34035110,58
PR09,Patiño,Pozo del Tigre,ADSL,34035120,10
PR09,Patiño,Pozo del Tigre,FIBRA OPTICA,34035120,200
PR09,Patiño,Pozo del Tigre,SATELITAL,34035120,14
PR09,Patiño,Pozo del Tigre,WIRELESS,34035120,190
PR09,Patiño,San Martín I,SATELITAL,34035130,5
PR09,Patiño,San Martín I,WIRELESS,34035130,5
PR09,Patiño,San Martín II,FIBRA OPTICA,34035140,1
PR09,Patiño,San Martín II,SATELITAL,34035140,9
PR09,Patiño,San Martín II,WIRELESS,34035140,369
PR09,Patiño,Subteniente Perín,SATELITAL,34035150,24
PR09,Patiño,Subteniente Perín,WIRELESS,34035150,71
PR09,Patiño,Villa General Güemes,FIBRA OPTICA,34035160,1
PR09,Patiño,Villa General Güemes,SATELITAL,34035160,21
PR09,Patiño,Villa General Güemes,WIRELESS,34035160,448
PR09,Patiño,Villa General Manuel Belgrano,FIBRA OPTICA,34035170,1
PR09,Patiño,Villa General Manuel Belgrano,SATELITAL,34035170,21
PR09,Patiño,Villa General Manuel Belgrano,WIRELESS,34035170,451
PR09,Pilagás,Buena Vista,FIBRA OPTICA,34042010,1
PR09,Pilagás,Buena Vista,SATELITAL,34042010,10
PR09,Pilagás,Buena Vista,WIRELESS,34042010,315
PR09,Pilagás,El Espinillo,SATELITAL,34042020,12
PR09,Pilagás,El Espinillo,WIRELESS,34042020,300
PR09,Pilagás,Laguna Gallo,SATELITAL,34042030,20
PR09,Pilagás,Laguna Gallo,WIRELESS,34042030,6
PR09,Pilagás,Misión Tacaagle,SATELITAL,34042040,6
PR09,Pilagás,Misión Tacaagle,WIRELESS,34042040,149
PR09,Pilagás,Portón Negro,SATELITAL,34042050,8
PR09,Pilagás,Tres Lagunas,ADSL,34042060,8
PR09,Pilagás,Tres Lagunas,SATELITAL,34042060,23
PR09,Pilagás,Tres Lagunas,WIRELESS,34042060,97
PR09,Pilcomayo,Clorinda,ADSL,34049010,715
PR09,Pilcomayo,Clorinda,CABLEMODEM,34049010,15
PR09,Pilcomayo,Clorinda,FIBRA OPTICA,34049010,3037
PR09,Pilcomayo,Clorinda,Otros,34049010,15
PR09,Pilcomayo,Clorinda,SATELITAL,34049010,198
PR09,Pilcomayo,Clorinda,WIRELESS,34049010,88
PR09,Pilcomayo,Laguna Blanca,ADSL,34049020,21
PR09,Pilcomayo,Laguna Blanca,Otros,34049020,0
PR09,Pilcomayo,Laguna Blanca,SATELITAL,34049020,26
PR09,Pilcomayo,Laguna Blanca,WIRELESS,34049020,42
PR09,Pilcomayo,Laguna Naick-Neck,ADSL,34049030,88
PR09,Pilcomayo,Laguna Naick-Neck,Otros,34049030,0
PR09,Pilcomayo,Laguna Naick-Neck,SATELITAL,34049030,62
PR09,Pilcomayo,Laguna Naick-Neck,WIRELESS,34049030,352
PR09,Pilcomayo,Palma Sola,SATELITAL,34049040,20
PR09,Pilcomayo,Palma Sola,WIRELESS,34049040,18
PR09,Pilcomayo,Puerto Pilcomayo,SATELITAL,34049050,1
PR09,Pilcomayo,Puerto Pilcomayo,WIRELESS,34049050,3
PR09,Pilcomayo,Riacho He-He,FIBRA OPTICA,34049060,1
PR09,Pilcomayo,Riacho He-He,Otros,34049060,0
PR09,Pilcomayo,Riacho He-He,SATELITAL,34049060,30
PR09,Pilcomayo,Riacho He-He,WIRELESS,34049060,414
PR09,Pilcomayo,Riacho Negro,SATELITAL,34049070,4
PR09,Pilcomayo,Riacho Negro,WIRELESS,34049070,3
PR09,Pilcomayo,Siete Palmas,ADSL,34049080,15
PR09,Pilcomayo,Siete Palmas,FIBRA OPTICA,34049080,1
PR09,Pilcomayo,Siete Palmas,SATELITAL,34049080,9
PR09,Pilcomayo,Siete Palmas,WIRELESS,34049080,82
PR09,Pirané,Colonia Campo Villafañe,FIBRA OPTICA,34056010,52
PR09,Pirané,Colonia Campo Villafañe,SATELITAL,34056010,29
PR09,Pirané,Colonia Campo Villafañe,WIRELESS,34056010,206
PR09,Pirané,El Colorado,ADSL,34056020,1341
PR09,Pirané,El Colorado,FIBRA OPTICA,34056020,415
PR09,Pirané,El Colorado,Otros,34056020,2
PR09,Pirané,El Colorado,SATELITAL,34056020,23
PR09,Pirané,El Colorado,WIRELESS,34056020,632
PR09,Pirané,Palo Santo,CABLEMODEM,34056030,173
PR09,Pirané,Palo Santo,SATELITAL,34056030,41
PR09,Pirané,Palo Santo,WIRELESS,34056030,292
PR09,Pirané,Pirané,FIBRA OPTICA,34056040,957
PR09,Pirané,Pirané,Otros,34056040,100
PR09,Pirané,Pirané,SATELITAL,34056040,88
PR09,Pirané,Pirané,WIRELESS,34056040,477
PR09,Pirané,Villa Kilómetro 213,FIBRA OPTICA,34056050,235
PR09,Pirané,Villa Kilómetro 213,SATELITAL,34056050,17
PR09,Pirané,Villa Kilómetro 213,WIRELESS,34056050,162
PR09,Ramón Lista,El Potrillo,SATELITAL,34063010,15
PR09,Ramón Lista,El Potrillo,WIRELESS,34063010,22
PR09,Ramón Lista,El Quebracho,SATELITAL,34063030,1
PR09,Ramón Lista,El Quebracho,WIRELESS,34063030,12
PR09,Ramón Lista,General Mosconi,FIBRA OPTICA,34063020,1
PR09,Ramón Lista,General Mosconi,SATELITAL,34063020,56
PR09,Ramón Lista,General Mosconi,WIRELESS,34063020,39
PR09,Ramón Lista,OTROS,SATELITAL,0,8
PR10,Cochinoca,Abdón Castro Tolay,SATELITAL,38007010,3
PR10,Cochinoca,Abra Pampa,SATELITAL,38007020,26
PR10,Cochinoca,Abra Pampa,WIRELESS,38007020,221
PR10,Cochinoca,Abralaite,SATELITAL,38007030,4
PR10,Cochinoca,Agua de Castilla,SATELITAL,38007035,4
PR10,Cochinoca,Casabindo,SATELITAL,38007040,7
PR10,Cochinoca,Cochinoca,SATELITAL,38007050,6
PR10,Cochinoca,La Redonda,SATELITAL,38007055,1
PR10,Cochinoca,Puesto del Marquéz,FIBRA OPTICA,38007060,5
PR10,Cochinoca,Quera,SATELITAL,38007067,4
PR10,Cochinoca,Rinconadillas,SATELITAL,38007070,7
PR10,Cochinoca,Santa Ana de la Puna,SATELITAL,38007085,1
PR10,Cochinoca,Santuario de Tres Pozos,SATELITAL,38007090,27
PR10,Cochinoca,Tambillos,SATELITAL,38007095,2
PR10,Doctor Manuel Belgrano,Dr. Manuel Belgrano,FIBRA OPTICA,38021065,8
PR10,Doctor Manuel Belgrano,Dr. Manuel Belgrano,Otros,38021065,29943
PR10,Doctor Manuel Belgrano,Dr. Manuel Belgrano,SATELITAL,38021065,9
PR10,Doctor Manuel Belgrano,Dr. Manuel Belgrano,WIRELESS,38021065,8
PR10,Doctor Manuel Belgrano,Guerrero,ADSL,38021010,28
PR10,Doctor Manuel Belgrano,Guerrero,SATELITAL,38021010,7
PR10,Doctor Manuel Belgrano,La Almona,SATELITAL,38021020,21
PR10,Doctor Manuel Belgrano,León,CABLEMODEM,38021030,504
PR10,Doctor Manuel Belgrano,León,SATELITAL,38021030,4
PR10,Doctor Manuel Belgrano,Lozano (Ap. Chañi),SATELITAL,38021040,8
PR10,Doctor Manuel Belgrano,Lozano (Ap. Chañi),WIRELESS,38021040,111
PR10,Doctor Manuel Belgrano,Ocloyas,SATELITAL,38021050,2
PR10,Doctor Manuel Belgrano,San Pablo De Reyes,SATELITAL,38021050,7
PR10,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),ADSL,38021060,2317
PR10,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),CABLEMODEM,38021060,22862
PR10,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),FIBRA OPTICA,38021060,40202
PR10,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),Otros,38021060,1
PR10,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),SATELITAL,38021060,189
PR10,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),WIRELESS,38021060,141
PR10,Doctor Manuel Belgrano,Yala,SATELITAL,38021070,28
PR10,Doctor Manuel Belgrano,Yala,WIRELESS,38021070,3
PR10,El Carmen,Aguas Calientes,SATELITAL,38014010,5
PR10,El Carmen,Aguas Calientes,WIRELESS,38014010,28
PR10,El Carmen,Barrio El Milagro,SATELITAL,38014020,1
PR10,El Carmen,Barrio La Unión,SATELITAL,38014030,1
PR10,El Carmen,El Carmen,ADSL,38014040,162
PR10,El Carmen,El Carmen,CABLEMODEM,38014040,267
PR10,El Carmen,El Carmen,FIBRA OPTICA,38014040,805
PR10,El Carmen,El Carmen,SATELITAL,38014040,20
PR10,El Carmen,El Carmen,WIRELESS,38014040,1
PR10,El Carmen,Fleming,SATELITAL,38014040,3
PR10,El Carmen,Los Lapachos (Est. Maquinista Verón),SATELITAL,38014050,5
PR10,El Carmen,Loteo San Vicente,SATELITAL,38014055,8
PR10,El Carmen,Manantiales,SATELITAL,38014060,6
PR10,El Carmen,Monterrico,CABLEMODEM,38014070,1006
PR10,El Carmen,Monterrico,FIBRA OPTICA,38014070,281
PR10,El Carmen,Monterrico,SATELITAL,38014070,16
PR10,El Carmen,Monterrico,WIRELESS,38014070,10
PR10,El Carmen,Pampa Blanca,ADSL,38014080,37
PR10,El Carmen,Pampa Blanca,CABLEMODEM,38014080,322
PR10,El Carmen,Pampa Blanca,SATELITAL,38014080,18
PR10,El Carmen,Pampa Blanca,WIRELESS,38014080,1
PR10,El Carmen,Perico,CABLEMODEM,38014090,1629
PR10,El Carmen,Perico,FIBRA OPTICA,38014090,783
PR10,El Carmen,Perico,SATELITAL,38014090,34
PR10,El Carmen,Perico,WIRELESS,38014090,10
PR10,El Carmen,Pila Pardo,SATELITAL,38014040,1
PR10,El Carmen,Puesto Viejo,CABLEMODEM,38014100,106
PR10,El Carmen,Puesto Viejo,SATELITAL,38014100,10
PR10,El Carmen,San Isidro,SATELITAL,38014110,2
PR10,El Carmen,San Juancito,SATELITAL,38014120,4
PR10,Humahuaca,Aparzo,SATELITAL,38028003,6
PR10,Humahuaca,Cianzo,SATELITAL,38028007,2
PR10,Humahuaca,Coctaca,SATELITAL,38028010,2
PR10,Humahuaca,El Aguilar,SATELITAL,38028020,6
PR10,Humahuaca,Hipólito Yrigoyen (Est. Iturbe),FIBRA OPTICA,38028030,5
PR10,Humahuaca,Hipólito Yrigoyen (Est. Iturbe),SATELITAL,38028030,10
PR10,Humahuaca,Humahuaca,ADSL,38028040,264
PR10,Humahuaca,Humahuaca,SATELITAL,38028040,85
PR10,Humahuaca,Humahuaca,WIRELESS,38028040,330
PR10,Humahuaca,Palca de Varas,SATELITAL,38028045,2
PR10,Humahuaca,Rodero,SATELITAL,38028047,2
PR10,Humahuaca,Tres Cruces,FIBRA OPTICA,38028050,5
PR10,Humahuaca,Tres Cruces,SATELITAL,38028050,1
PR10,Humahuaca,Uquía (Est. Senador Pérez),ADSL,38028060,3
PR10,Humahuaca,Uquía (Est. Senador Pérez),FIBRA OPTICA,38028060,5
PR10,Humahuaca,Uquía (Est. Senador Pérez),SATELITAL,38028060,8
PR10,Ledesma,Bananal,FIBRA OPTICA,38035010,1
PR10,Ledesma,Bananal,SATELITAL,38035010,1
PR10,Ledesma,Caimancito,ADSL,38035030,122
PR10,Ledesma,Caimancito,SATELITAL,38035030,3
PR10,Ledesma,Caimancito,WIRELESS,38035030,37
PR10,Ledesma,Calilegua,CABLEMODEM,38035040,500
PR10,Ledesma,Calilegua,SATELITAL,38035040,3
PR10,Ledesma,Calilegua,WIRELESS,38035040,200
PR10,Ledesma,Chalicán,SATELITAL,38035050,2
PR10,Ledesma,Chalicán,WIRELESS,38035050,78
PR10,Ledesma,Fraile Pintado,ADSL,38035060,417
PR10,Ledesma,Fraile Pintado,CABLEMODEM,38035060,23
PR10,Ledesma,Fraile Pintado,SATELITAL,38035060,20
PR10,Ledesma,Fraile Pintado,WIRELESS,38035060,121
PR10,Ledesma,Libertador General San Martín (Est. Ledesma),ADSL,38035080,60
PR10,Ledesma,Libertador General San Martín (Est. Ledesma),CABLEMODEM,38035080,6065
PR10,Ledesma,Libertador General San Martín (Est. Ledesma),FIBRA OPTICA,38035080,1001
PR10,Ledesma,Libertador General San Martín (Est. Ledesma),Otros,38035080,583
PR10,Ledesma,Libertador General San Martín (Est. Ledesma),SATELITAL,38035080,16
PR10,Ledesma,Libertador General San Martín (Est. Ledesma),WIRELESS,38035080,787
PR10,Ledesma,Pueblo Ledesma,SATELITAL,38035010,21
PR10,Ledesma,Yuto,SATELITAL,38035110,4
PR10,Ledesma,Yuto,WIRELESS,38035110,176
PR10,Otros,Otros,Otros,0,890
PR10,Palpalá,Carahunco,ADSL,38042010,1
PR10,Palpalá,Carahunco,SATELITAL,38042010,13
PR10,Palpalá,Centro Forestal,ADSL,38042020,15
PR10,Palpalá,Centro Forestal,SATELITAL,38042020,3
PR10,Palpalá,Palpalá (Est. Gral. Manuel N. Savio),ADSL,38042040,1931
PR10,Palpalá,Palpalá (Est. Gral. Manuel N. Savio),CABLEMODEM,38042040,1556
PR10,Palpalá,Palpalá (Est. Gral. Manuel N. Savio),FIBRA OPTICA,38042040,5231
PR10,Palpalá,Palpalá (Est. Gral. Manuel N. Savio),SATELITAL,38042040,27
PR10,Palpalá,Palpalá (Est. Gral. Manuel N. Savio),WIRELESS,38042040,1
PR10,Palpalá,Rio Blanco,SATELITAL,38042010,7
PR10,Rinconada,Casa Colorada,SATELITAL,38049003,3
PR10,Rinconada,Coyaguaima,FIBRA OPTICA,38049007,5
PR10,Rinconada,Coyaguaima,SATELITAL,38049007,2
PR10,Rinconada,Lagunillas de Farallón,SATELITAL,38049010,1
PR10,Rinconada,Liviara,SATELITAL,38049020,13
PR10,Rinconada,Loma Blanca,SATELITAL,38049025,5
PR10,Rinconada,Nuevo Pirquitas,FIBRA OPTICA,38049030,5
PR10,Rinconada,Nuevo Pirquitas,SATELITAL,38049030,13
PR10,Rinconada,Orosmayo,FIBRA OPTICA,38049035,5
PR10,Rinconada,Orosmayo,SATELITAL,38049035,3
PR10,Rinconada,Rinconada,SATELITAL,38049040,13
PR10,San Antonio,El Ceibal,FIBRA OPTICA,38056010,1
PR10,San Antonio,El Ceibal,SATELITAL,38056010,12
PR10,San Antonio,Los Alisos,ADSL,38056017,1
PR10,San Antonio,Los Alisos,SATELITAL,38056017,2
PR10,San Antonio,Loteo Navea,SATELITAL,38056020,2
PR10,San Antonio,Nuestra Señora del Rosario,SATELITAL,38056025,8
PR10,San Antonio,San Antonio,ADSL,38056030,1
PR10,San Antonio,San Antonio,CABLEMODEM,38056030,161
PR10,San Antonio,San Antonio,SATELITAL,38056030,14
PR10,San Pedro,Arrayanal,SATELITAL,38063010,3
PR10,San Pedro,Arroyo Colorado,SATELITAL,38063020,2
PR10,San Pedro,Don Emilio,WIRELESS,38063030,37
PR10,San Pedro,El Acheral,SATELITAL,38063040,12
PR10,San Pedro,El Puesto,SATELITAL,38063050,3
PR10,San Pedro,La Esperanza,SATELITAL,38063070,5
PR10,San Pedro,La Esperanza,WIRELESS,38063070,15
PR10,San Pedro,La Mendieta,SATELITAL,38063090,15
PR10,San Pedro,La Mendieta,WIRELESS,38063090,240
PR10,San Pedro,Miraflores,SATELITAL,38063100,1
PR10,San Pedro,Palos Blancos,SATELITAL,38063110,1
PR10,San Pedro,Parapetí,SATELITAL,38063120,4
PR10,San Pedro,Piedritas,SATELITAL,38063130,8
PR10,San Pedro,Rodeito,SATELITAL,38063140,1
PR10,San Pedro,Rosario de Río Grande,SATELITAL,38063150,3
PR10,San Pedro,Rosario de Río Grande,WIRELESS,38063150,54
PR10,San Pedro,San Lucas,SATELITAL,38063170,33
PR10,San Pedro,San Lucas,WIRELESS,38063170,10
PR10,San Pedro,San Pedro (Est. San Pedro de Jujuy),ADSL,38063180,978
PR10,San Pedro,San Pedro (Est. San Pedro de Jujuy),CABLEMODEM,38063180,1334
PR10,San Pedro,San Pedro (Est. San Pedro de Jujuy),FIBRA OPTICA,38063180,1884
PR10,San Pedro,San Pedro (Est. San Pedro de Jujuy),SATELITAL,38063180,1
PR10,San Pedro,San Pedro (Est. San Pedro de Jujuy),WIRELESS,38063180,75
PR10,San Pedro,Sauzal,SATELITAL,38063190,6
PR10,SANTA BARBARA,El Fuerte,SATELITAL,38070010,29
PR10,SANTA BARBARA,El Piquete,ADSL,38070020,51
PR10,SANTA BARBARA,El Piquete,SATELITAL,38070020,4
PR10,SANTA BARBARA,El Piquete,WIRELESS,38070020,29
PR10,SANTA BARBARA,El Talar,SATELITAL,38070030,3
PR10,SANTA BARBARA,El Talar,WIRELESS,38070030,141
PR10,SANTA BARBARA,OTROS,SATELITAL,0,3
PR10,SANTA BARBARA,Palma Sola,FIBRA OPTICA,38070040,248
PR10,SANTA BARBARA,Palma Sola,SATELITAL,38070040,46
PR10,SANTA BARBARA,Palma Sola,WIRELESS,38070040,116
PR10,SANTA BARBARA,Puente Lavayén,SATELITAL,38070050,2
PR10,SANTA BARBARA,Santa Clara,ADSL,38070060,62
PR10,SANTA BARBARA,Santa Clara,FIBRA OPTICA,38070060,1
PR10,SANTA BARBARA,Santa Clara,SATELITAL,38070060,15
PR10,SANTA BARBARA,Santa Clara,WIRELESS,38070060,87
PR10,SANTA BARBARA,Vinalito,SATELITAL,38070070,4
PR10,SANTA BARBARA,Vinalito,WIRELESS,38070070,73
PR10,Santa Catalina,Casira,FIBRA OPTICA,38077010,5
PR10,Santa Catalina,Ciénega,FIBRA OPTICA,38077020,5
PR10,Santa Catalina,Cieneguillas,FIBRA OPTICA,38077030,5
PR10,Santa Catalina,Cusi Cusi,FIBRA OPTICA,38077040,5
PR10,Santa Catalina,El Angosto,SATELITAL,38077045,1
PR10,Santa Catalina,La Ciénega,SATELITAL,38077050,8
PR10,Santa Catalina,Misarrumi,SATELITAL,38077060,5
PR10,Santa Catalina,Oratorio,FIBRA OPTICA,38077070,5
PR10,Santa Catalina,Oratorio,SATELITAL,38077070,1
PR10,Santa Catalina,Paicone,FIBRA OPTICA,38077080,5
PR10,Santa Catalina,San Juan de Oros,SATELITAL,38077090,1
PR10,Santa Catalina,Santa Catalina,FIBRA OPTICA,38077100,5
PR10,Santa Catalina,Santa Catalina,SATELITAL,38077100,1
PR10,Susques,Catua,FIBRA OPTICA,38084010,70
PR10,Susques,Catua,SATELITAL,38084010,29
PR10,Susques,Coranzuli,FIBRA OPTICA,38084020,40
PR10,Susques,Coranzuli,SATELITAL,38084020,5
PR10,Susques,El Toro,FIBRA OPTICA,38084030,21
PR10,Susques,El Toro,SATELITAL,38084030,3
PR10,Susques,Huáncar,FIBRA OPTICA,38084040,27
PR10,Susques,Jama,FIBRA OPTICA,38084045,26
PR10,Susques,Jama,SATELITAL,38084045,41
PR10,Susques,Mina Providencia,FIBRA OPTICA,38084050,5
PR10,Susques,Mina Providencia,SATELITAL,38084050,3
PR10,Susques,Olacapato,FIBRA OPTICA,38084055,8
PR10,Susques,Olacapato,SATELITAL,38084055,6
PR10,Susques,Olacapato,WIRELESS,38084055,1
PR10,Susques,Olaroz Chico,FIBRA OPTICA,38084060,32
PR10,Susques,Olaroz Chico,SATELITAL,38084060,22
PR10,Susques,Olaroz Chico,WIRELESS,38084060,6
PR10,Susques,Pastos Chicos,FIBRA OPTICA,38084070,22
PR10,Susques,Pastos Chicos,SATELITAL,38084070,6
PR10,Susques,Puesto Sey,FIBRA OPTICA,38084080,20
PR10,Susques,Puesto Sey,SATELITAL,38084080,5
PR10,Susques,San Juan de Quillaqués,FIBRA OPTICA,38084090,11
PR10,Susques,San Juan de Quillaqués,SATELITAL,38084090,8
PR10,Susques,Susques,FIBRA OPTICA,38084100,275
PR10,Susques,Susques,SATELITAL,38084100,41
PR10,Susques,Susques,WIRELESS,38084100,57
PR10,Tilcara,Colonia San José,SATELITAL,38094010,4
PR10,Tilcara,Huacalera,FIBRA OPTICA,38094020,5
PR10,Tilcara,Huacalera,SATELITAL,38094020,11
PR10,Tilcara,Juella,SATELITAL,38094030,19
PR10,Tilcara,Maimará,FIBRA OPTICA,38094040,5
PR10,Tilcara,Maimará,SATELITAL,38094040,41
PR10,Tilcara,Maimará,WIRELESS,38094040,77
PR10,Tilcara,Tilcara,FIBRA OPTICA,38094050,10
PR10,Tilcara,Tilcara,SATELITAL,38094050,70
PR10,Tilcara,Tilcara,WIRELESS,38094050,375
PR10,Tumbaya,Bárcena,SATELITAL,38098010,10
PR10,Tumbaya,Bárcena,WIRELESS,38098010,111
PR10,Tumbaya,El Moreno,SATELITAL,38098020,11
PR10,Tumbaya,Puerta de Colorados,SATELITAL,38098025,2
PR10,Tumbaya,Purmamarca,ADSL,38098030,49
PR10,Tumbaya,Purmamarca,SATELITAL,38098030,30
PR10,Tumbaya,Purmamarca,WIRELESS,38098030,1
PR10,Tumbaya,Tumbaya,SATELITAL,38098040,7
PR10,Tumbaya,Tumbaya,WIRELESS,38098040,343
PR10,Tumbaya,Volcán,SATELITAL,38098050,4
PR10,Tumbaya,Volcán,WIRELESS,38098050,93
PR10,Valle Grande,Caspalá,SATELITAL,38105010,1
PR10,Valle Grande,Pampichuela,SATELITAL,38105020,4
PR10,Valle Grande,San Francisco,SATELITAL,38105030,8
PR10,Valle Grande,Santa Ana,SATELITAL,38105040,3
PR10,Valle Grande,Valle Colorado,SATELITAL,38105050,1
PR10,Valle Grande,Valle Grande,SATELITAL,38105060,5
PR10,Yavi,Barrios,FIBRA OPTICA,38112010,5
PR10,Yavi,Cangrejillos,FIBRA OPTICA,38112020,5
PR10,Yavi,El Cóndor,SATELITAL,38112030,1
PR10,Yavi,La Intermedia,FIBRA OPTICA,38112040,5
PR10,Yavi,La Quiaca,ADSL,38112050,660
PR10,Yavi,La Quiaca,FIBRA OPTICA,38112050,76
PR10,Yavi,La Quiaca,Otros,38112050,5
PR10,Yavi,La Quiaca,SATELITAL,38112050,94
PR10,Yavi,Pumahuasi,FIBRA OPTICA,38112070,5
PR10,Yavi,Pumahuasi,SATELITAL,38112070,2
PR10,Yavi,Yavi,SATELITAL,38112080,1
PR10,Yavi,Yavi Chico,FIBRA OPTICA,38112090,5
PR11,Atreucó,Doblas,CABLEMODEM,42007010,222
PR11,Atreucó,Doblas,FIBRA OPTICA,42007010,11
PR11,Atreucó,Doblas,Otros,42007010,86
PR11,Atreucó,Doblas,SATELITAL,42007010,11
PR11,Atreucó,Doblas,WIRELESS,42007010,112
PR11,Atreucó,Macachín,FIBRA OPTICA,42007020,1352
PR11,Atreucó,Macachín,SATELITAL,42007020,21
PR11,Atreucó,Macachín,WIRELESS,42007020,553
PR11,Atreucó,Miguel Riglos,FIBRA OPTICA,42007030,3
PR11,Atreucó,Miguel Riglos,SATELITAL,42007030,19
PR11,Atreucó,Miguel Riglos,WIRELESS,42007030,115
PR11,Atreucó,Rolón,SATELITAL,42007040,4
PR11,Atreucó,Rolón,WIRELESS,42007040,82
PR11,Atreucó,Tomas M. Anchorena,DIAL UP,42007050,1
PR11,Atreucó,Tomas M. Anchorena,SATELITAL,42007050,5
PR11,Atreucó,Tomas M. Anchorena,WIRELESS,42007050,5
PR11,Caleu Caleu,Anzoategui,SATELITAL,42014010,151
PR11,Caleu Caleu,La Adela,CABLEMODEM,42014020,287
PR11,Caleu Caleu,La Adela,FIBRA OPTICA,42014020,95
PR11,Caleu Caleu,La Adela,SATELITAL,42014020,33
PR11,Caleu Caleu,La Adela,WIRELESS,42014020,564
PR11,Capital,Anguil,CABLEMODEM,42021010,138
PR11,Capital,Anguil,FIBRA OPTICA,42021010,404
PR11,Capital,Anguil,Otros,42021010,65
PR11,Capital,Anguil,SATELITAL,42021010,29
PR11,Capital,Anguil,WIRELESS,42021010,367
PR11,Capital,Santa Rosa,ADSL,42021020,969
PR11,Capital,Santa Rosa,CABLEMODEM,42021020,42603
PR11,Capital,Santa Rosa,DIAL UP,42021020,59
PR11,Capital,Santa Rosa,FIBRA OPTICA,42021020,8415
PR11,Capital,Santa Rosa,SATELITAL,42021020,164
PR11,Capital,Santa Rosa,WIRELESS,42021020,556
PR11,Catriló,Catriló,CABLEMODEM,42028010,541
PR11,Catriló,Catriló,DIAL UP,42028010,1
PR11,Catriló,Catriló,FIBRA OPTICA,42028010,730
PR11,Catriló,Catriló,Otros,42028010,327
PR11,Catriló,Catriló,SATELITAL,42028010,31
PR11,Catriló,La Gloria,Otros,42028020,24
PR11,Catriló,La Gloria,SATELITAL,42028020,5
PR11,Catriló,Lonquimay,CABLEMODEM,42028030,278
PR11,Catriló,Lonquimay,FIBRA OPTICA,42028030,1
PR11,Catriló,Lonquimay,Otros,42028030,71
PR11,Catriló,Lonquimay,SATELITAL,42028030,29
PR11,Catriló,Uriburu,CABLEMODEM,42028040,90
PR11,Catriló,Uriburu,FIBRA OPTICA,42028040,1
PR11,Catriló,Uriburu,Otros,42028040,94
PR11,Catriló,Uriburu,SATELITAL,42028040,8
PR11,Catriló,Uriburu,WIRELESS,42028040,115
PR11,Chalileo,Santa Isabel,DIAL UP,42049010,2
PR11,Chalileo,Santa Isabel,SATELITAL,42049010,41
PR11,Chalileo,Santa Isabel,WIRELESS,42049010,819
PR11,Chapaleufú,Bernardo Larroude,DIAL UP,42056010,1
PR11,Chapaleufú,Bernardo Larroude,FIBRA OPTICA,42056010,228
PR11,Chapaleufú,Bernardo Larroude,SATELITAL,42056010,8
PR11,Chapaleufú,Bernardo Larroude,WIRELESS,42056010,427
PR11,Chapaleufú,Ceballos,FIBRA OPTICA,42056020,1
PR11,Chapaleufú,Ceballos,Otros,42056020,6
PR11,Chapaleufú,Ceballos,SATELITAL,42056020,11
PR11,Chapaleufú,Ceballos,WIRELESS,42056020,91
PR11,Chapaleufú,Coronel Hilario Lagos (Est. Aguas Buenas),SATELITAL,42056030,9
PR11,Chapaleufú,Coronel Hilario Lagos (Est. Aguas Buenas),WIRELESS,42056030,254
PR11,Chapaleufú,Intendente Alvear,ADSL,42056040,30
PR11,Chapaleufú,Intendente Alvear,CABLEMODEM,42056040,613
PR11,Chapaleufú,Intendente Alvear,DIAL UP,42056040,1
PR11,Chapaleufú,Intendente Alvear,FIBRA OPTICA,42056040,606
PR11,Chapaleufú,Intendente Alvear,Otros,42056040,117
PR11,Chapaleufú,Intendente Alvear,SATELITAL,42056040,35
PR11,Chapaleufú,Intendente Alvear,WIRELESS,42056040,297
PR11,Chapaleufú,Sarah,SATELITAL,42056050,4
PR11,Chapaleufú,Sarah,WIRELESS,42056050,16
PR11,Chapaleufú,Vértiz,SATELITAL,42056060,3
PR11,Chapaleufú,Vértiz,WIRELESS,42056060,107
